forbrukningstyp;nyckelkod;varde;enhet;period;tidpunkt;detaljniva
EL;092021;358841.798372;kWh;201812;2018-12-22T00:00:00+00:00;Dag
EL;092021;384548.238372;kWh;201812;2018-12-23T00:00:00+00:00;Dag
EL;092021;429876.723863;kWh;201901;2019-01-03T00:00:00+00:00;Dag
EL;092021;363909.405863;kWh;201901;2019-01-06T00:00:00+00:00;Dag
EL;092021;358900.983863;kWh;201901;2019-01-13T00:00:00+00:00;Dag
EL;092021;523969.163863;kWh;201901;2019-01-18T00:00:00+00:00;Dag
EL;092021;516477.083863;kWh;201901;2019-01-21T00:00:00+00:00;Dag
EL;092021;472233.263863;kWh;201901;2019-01-23T00:00:00+00:00;Dag
EL;092021;449139.503863;kWh;201901;2019-01-26T00:00:00+00:00;Dag
EL;092021;512603.323863;kWh;201901;2019-01-27T00:00:00+00:00;Dag
EL;092021;420172.224279;kWh;201902;2019-02-02T00:00:00+00:00;Dag
EL;092021;404020.704279;kWh;201902;2019-02-03T00:00:00+00:00;Dag
EL;092021;413956.784279;kWh;201902;2019-02-04T00:00:00+00:00;Dag
EL;092021;447403.344279;kWh;201902;2019-02-05T00:00:00+00:00;Dag
EL;092021;318810.264279;kWh;201902;2019-02-09T00:00:00+00:00;Dag
EL;092021;306363.424279;kWh;201902;2019-02-10T00:00:00+00:00;Dag
EL;092021;326349.544279;kWh;201902;2019-02-11T00:00:00+00:00;Dag
EL;092021;258421.544279;kWh;201902;2019-02-15T00:00:00+00:00;Dag
EL;092021;313621.304279;kWh;201902;2019-02-19T00:00:00+00:00;Dag
EL;092021;401774.264279;kWh;201902;2019-02-21T00:00:00+00:00;Dag
EL;092021;249324.344279;kWh;201902;2019-02-24T00:00:00+00:00;Dag
EL;092021;240522.544279;kWh;201902;2019-02-27T00:00:00+00:00;Dag
EL;092021;275285.104279;kWh;201902;2019-02-28T00:00:00+00:00;Dag
EL;092021;337557.915468;kWh;201903;2019-03-01T00:00:00+00:00;Dag
EL;092021;300248.175468;kWh;201903;2019-03-02T00:00:00+00:00;Dag
EL;092021;365821.545468;kWh;201903;2019-03-04T00:00:00+00:00;Dag
EL;092021;392299.885468;kWh;201903;2019-03-05T00:00:00+00:00;Dag
EL;092021;401915.775468;kWh;201903;2019-03-06T00:00:00+00:00;Dag
EL;092021;338900.215468;kWh;201903;2019-03-10T00:00:00+00:00;Dag
EL;092021;303986.465468;kWh;201903;2019-03-15T00:00:00+00:00;Dag
EL;092021;254775.515468;kWh;201903;2019-03-23T00:00:00+00:00;Dag
EL;092021;281566.335468;kWh;201903;2019-03-25T00:00:00+00:00;Dag
EL;092021;291540.585468;kWh;201903;2019-03-26T00:00:00+00:00;Dag
EL;092021;269297.155468;kWh;201903;2019-03-27T00:00:00+00:00;Dag
EL;092021;245537.33332;kWh;201904;2019-04-02T00:00:00+00:00;Dag
EL;092021;249706.73332;kWh;201904;2019-04-03T00:00:00+00:00;Dag
EL;092021;251229.23332;kWh;201904;2019-04-04T00:00:00+00:00;Dag
EL;092021;271471.43332;kWh;201904;2019-04-05T00:00:00+00:00;Dag
EL;092021;239449.43332;kWh;201904;2019-04-06T00:00:00+00:00;Dag
EL;092021;266869.13332;kWh;201904;2019-04-08T00:00:00+00:00;Dag
EL;092021;281710.13332;kWh;201904;2019-04-11T00:00:00+00:00;Dag
EL;092021;210057.53332;kWh;201904;2019-04-18T00:00:00+00:00;Dag
EL;092021;182521.43332;kWh;201904;2019-04-21T00:00:00+00:00;Dag
EL;092021;177502.43332;kWh;201904;2019-04-25T00:00:00+00:00;Dag
EL;092021;157946.93332;kWh;201904;2019-04-27T00:00:00+00:00;Dag
EL;092021;170018.03332;kWh;201904;2019-04-28T00:00:00+00:00;Dag
EL;092021;461393.188706;kWh;201803;2018-03-01T00:00:00+00:00;Dag
EL;092021;393051.208706;kWh;201803;2018-03-05T00:00:00+00:00;Dag
EL;092021;423241.488706;kWh;201803;2018-03-07T00:00:00+00:00;Dag
EL;092021;335596.428706;kWh;201803;2018-03-11T00:00:00+00:00;Dag
EL;092021;352705.018706;kWh;201803;2018-03-17T00:00:00+00:00;Dag
EL;092021;290581.948706;kWh;201803;2018-03-21T00:00:00+00:00;Dag
EL;092021;356202.748706;kWh;201803;2018-03-26T00:00:00+00:00;Dag
EL;092021;317564.658706;kWh;201803;2018-03-28T00:00:00+00:00;Dag
EL;092021;293722.248706;kWh;201803;2018-03-30T00:00:00+00:00;Dag
EL;092021;270493.99999;kWh;201804;2018-04-01T00:00:00+00:00;Dag
EL;092021;283353.19999;kWh;201804;2018-04-03T00:00:00+00:00;Dag
EL;092021;290942.29999;kWh;201804;2018-04-04T00:00:00+00:00;Dag
EL;092021;257246.59999;kWh;201804;2018-04-07T00:00:00+00:00;Dag
EL;092021;245204.59999;kWh;201804;2018-04-08T00:00:00+00:00;Dag
EL;092021;251212.99999;kWh;201804;2018-04-09T00:00:00+00:00;Dag
EL;092021;255977.89999;kWh;201804;2018-04-12T00:00:00+00:00;Dag
EL;092021;255501.79999;kWh;201804;2018-04-13T00:00:00+00:00;Dag
EL;092021;218325.19999;kWh;201804;2018-04-15T00:00:00+00:00;Dag
EL;092021;217497.79999;kWh;201804;2018-04-16T00:00:00+00:00;Dag
EL;092021;213112.09999;kWh;201804;2018-04-18T00:00:00+00:00;Dag
EL;092021;195484.09999;kWh;201804;2018-04-19T00:00:00+00:00;Dag
EL;092021;227838.19999;kWh;201804;2018-04-23T00:00:00+00:00;Dag
EL;092021;192875.29999;kWh;201804;2018-04-29T00:00:00+00:00;Dag
EL;092021;216630.821598;kWh;201805;2018-05-02T00:00:00+00:00;Dag
EL;092021;220129.791598;kWh;201805;2018-05-03T00:00:00+00:00;Dag
EL;092021;214291.251598;kWh;201805;2018-05-04T00:00:00+00:00;Dag
EL;092021;174415.641598;kWh;201805;2018-05-06T00:00:00+00:00;Dag
EL;092021;180137.931598;kWh;201805;2018-05-07T00:00:00+00:00;Dag
EL;092021;170433.071598;kWh;201805;2018-05-10T00:00:00+00:00;Dag
EL;092021;142438.521598;kWh;201805;2018-05-13T00:00:00+00:00;Dag
EL;092021;137881.118598;kWh;201805;2018-05-15T00:00:00+00:00;Dag
EL;092021;133350.933598;kWh;201805;2018-05-16T00:00:00+00:00;Dag
EL;092021;147076.214598;kWh;201805;2018-05-20T00:00:00+00:00;Dag
EL;092021;141475.351598;kWh;201805;2018-05-28T00:00:00+00:00;Dag
EL;092021;134901.491598;kWh;201805;2018-05-29T00:00:00+00:00;Dag
EL;092021;135772.901598;kWh;201805;2018-05-30T00:00:00+00:00;Dag
